Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL1173428,P23975,,GRQDILLJMSLURW-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,=,114,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392344,DTCC00656490,813085,39669
CHEMBL1173429,P23975,,FOKYJAFKMXEAJL-ISVAXAHUSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,=,151,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392343,DTCC00656491,942589,39669
CHEMBL1173430,P23975,,DLXDOKNGJXKCNQ-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,=,2440,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392342,DTCC00656492,1168259,39669
CHEMBL1173519,P23975,,RNWPCCAJXHTPIS-BFHYXJOUSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,100,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395756,DTCC00655503,1757828,39684
CHEMBL1173520,P23975,,RNWPCCAJXHTPIS-MGPQQGTHSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,50.12,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395753,DTCC00655504,1310416,39684
CHEMBL1173530,P23975,"RAC-1-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTAN-6-YL)METHANOL (STRUCTURAL MIX)",RVRYTWVPEPGNKI-CHWSQXEVSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,100,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395836,DTCC00655740,695860,39684
CHEMBL1173530,P23975,"RAC-1-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTAN-6-YL)METHANOL (STRUCTURAL MIX)",RVRYTWVPEPGNKI-CHWSQXEVSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,158.49,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395842,DTCC00655740,695858,39684
CHEMBL1173530,P23975,"RAC-1-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTAN-6-YL)METHANOL (STRUCTURAL MIX)",RVRYTWVPEPGNKI-CHWSQXEVSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,398.11,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395839,DTCC00655740,695859,39684
CHEMBL1173532,P23975,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ICXJGCSEMJXNQF-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,IC50,=,2,NM,,cell_based,,,,,,,,,,,,Inhibition of [3H]noradrenalin reuptake at human NET expressed in pig LLCPK cells after 1 hr,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642195,DTCT0023180,3395888,DTCC00655741,1568857,39684
CHEMBL1173532,P23975,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ICXJGCSEMJXNQF-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,7.94,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395830,DTCC00655741,1568857,39684
CHEMBL1173532,P23975,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ICXJGCSEMJXNQF-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,12.02,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from human recombinant NET by SPA,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642198,DTCT0023180,3395346,DTCC00655741,1568857,39684
CHEMBL1173532,P23975,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ICXJGCSEMJXNQF-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,12.59,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395833,DTCC00655741,1568856,39684
CHEMBL1173532,P23975,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ICXJGCSEMJXNQF-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,125.89,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395827,DTCC00655741,1568858,39684
CHEMBL1173532,P23975,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ICXJGCSEMJXNQF-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,21550808,KI,=,7.94,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from human recombinant NET by scintillation proximity assay,,"1-Heteroaryl-6-(3,4-dichlorophenyl)-3-azabicyclo[4.1.0]heptane: Further insights into a class of triple re-uptake inhibitors.",Bioorg. Med. Chem.,2011,19,11,"Micheli F, Cavanni P, Bettati M, Bonanomi G, Di Fabio R, Fazzolari E, Marchioro C, Roscic M, Tarsi L, Visentini F, Zonzini L, Worby A",,763088,DTCT0023180,6065308,DTCC00655741,1558053,45533
CHEMBL1173533,P23975,"6-(3,4-DICHLOROPHENYL)-1-[(ETHYLOXY)METHYL]-3-AZABICYCLO[4.1.0]-HEPTANE (ENANTIOMERIC MIX)",PWRNDGOMCQHVRL-HUUCEWRRSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,7.94,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395787,DTCC00655742,986640,39684
CHEMBL1173533,P23975,"6-(3,4-DICHLOROPHENYL)-1-[(ETHYLOXY)METHYL]-3-AZABICYCLO[4.1.0]-HEPTANE (ENANTIOMERIC MIX)",PWRNDGOMCQHVRL-HUUCEWRRSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,10,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395793,DTCC00655742,986638,39684
CHEMBL1173533,P23975,"6-(3,4-DICHLOROPHENYL)-1-[(ETHYLOXY)METHYL]-3-AZABICYCLO[4.1.0]-HEPTANE (ENANTIOMERIC MIX)",PWRNDGOMCQHVRL-HUUCEWRRSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,100,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395790,DTCC00655742,986639,39684
CHEMBL1173594,P23975,,TYRLWIIURFREJC-ZIAGYGMSSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,79.43,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395784,DTCC00655743,437945,39684
CHEMBL1173595,P23975,"1-((CYCLOPROPYLMETHOXY)METHYL)-6-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ZPPOFTVMEMXBDU-IAGOWNOFSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,19.95,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395778,DTCC00655744,1822583,39684
CHEMBL1173595,P23975,"1-((CYCLOPROPYLMETHOXY)METHYL)-6-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ZPPOFTVMEMXBDU-IAGOWNOFSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,50.12,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395781,DTCC00655744,1822580,39684
CHEMBL1173595,P23975,"1-((CYCLOPROPYLMETHOXY)METHYL)-6-(3,4-DICHLOROPHENYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",ZPPOFTVMEMXBDU-IAGOWNOFSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,125.89,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395775,DTCC00655744,1822584,39684
CHEMBL1173597,P23975,,ZWMHSADWUIOURG-ZFWWWQNUSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,=,31,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392338,DTCC00655829,974724,39669
CHEMBL1173597,P23975,,ZWMHSADWUIOURG-ZFWWWQNUSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,21319801,IC50,=,9,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of human NET in HEK293 cells assessed as inhibition of [3H]norepinephrine uptake,,"Synthesis of 2-(substituted phenyl)-3,5,5-trimethylmorpholine analogues and their effects on monoamine uptake, nicotinic acetylcholine receptor function, and behavioral effects of nicotine.",J. Med. Chem.,2011,54,5,"Carroll FI, Muresan AZ, Blough BE, Navarro HA, Mascarella SW, Eaton JB, Huang X, Damaj MI, Lukas RJ",,741840,DTCT0023180,5920201,DTCC00655829,993413,44216
CHEMBL1173598,P23975,,XVUDIIQDUSBBTF-IINYFYTJSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,=,527,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392336,DTCC00655831,1746341,39669
CHEMBL1173599,P23975,,FAQPJNPOZWJWED-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,>,100000,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392335,DTCC00655832,1428374,39669
CHEMBL1173600,P23975,,WROCJHDKYNTMKL-UHFFFAOYSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20509659,IC50,=,7950,NM,,cell_based,,,,,,,,,,,HEK293,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK293 cells after 90 mins by scintillation counting,,Synthesis and characterization of in vitro and in vivo profiles of hydroxybupropion analogues: aids to smoking cessation.,J. Med. Chem.,2010,53,12,"Lukas RJ, Muresan AZ, Damaj MI, Blough BE, Huang X, Navarro HA, Mascarella SW, Eaton JB, Marxer-Miller SK, Carroll FI",,641577,DTCT0023180,3392334,DTCC00655833,748761,39669
CHEMBL1173607,P23975,,FOZZHOLQHJQMRY-SWLSCSKDSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,20527970,KI,=,3.98,NM,,cell_based,,,,,,,,,,,,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,,"6-(3,4-dichlorophenyl)-1-[(methyloxy)methyl]-3-azabicyclo[4.1.0]heptane: a new potent and selective triple reuptake inhibitor.",J. Med. Chem.,2010,53,13,"Micheli F, Cavanni P, Andreotti D, Arban R, Benedetti R, Bertani B, Bettati M, Bettelini L, Bonanomi G, Braggio S, Carletti R, Checchia A, Corsi M, Fazzolari E, Fontana S, Marchioro C, Merlo-Pich E, Negri M, Oliosi B, Ratti E, Read KD, Roscic M, Sartori I, Spada S, Tedesco G, Tarsi L, Terreni S, Visentini F, Zocchi A, Zonzini L, Di Fabio R",,642208,DTCT0023180,3395876,DTCC00655924,1727393,39684
CHEMBL1173607,P23975,,FOZZHOLQHJQMRY-SWLSCSKDSA-N,0,NOREPINEPHRINE TRANSPORTER,SLC6A2,Transporter,,,21550808,KI,=,3.98,NM,,,,,,,,,,,,,,Displacement of [3H]nisoxetine from human recombinant NET by scintillation proximity assay,,"1-Heteroaryl-6-(3,4-dichlorophenyl)-3-azabicyclo[4.1.0]heptane: Further insights into a class of triple re-uptake inhibitors.",Bioorg. Med. Chem.,2011,19,11,"Micheli F, Cavanni P, Bettati M, Bonanomi G, Di Fabio R, Fazzolari E, Marchioro C, Roscic M, Tarsi L, Visentini F, Zonzini L, Worby A",,763088,DTCT0023180,6065306,DTCC00655924,1718655,45533
