,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
1596,CHEMBL492215,,0.0,310.3,0.0,2.37,"table 2,2",Cc1coc([C@@H](Oc2c(F)cccc2F)[C@@H]2CNCCO2)n1,Activity,'=',6940.0,nM,,,,UO_0000065,,,,,False,CHEMBL983577,Binding affinity at NET,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1142443,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,,,6940.0,Cc1coc([C@@H](Oc2c(F)cccc2F)[C@@H]2CNCCO2)n1
1597,CHEMBL475936,,0.0,344.4,0.0,3.94,14b,CNCC[C@H](c1cccc(F)c1)N1C(=O)C(C)(C)c2cccc(F)c21,IC50,'=',14.0,nM,7.85,,,UO_0000065,22.8,0.43,3.91,24.29,False,CHEMBL986142,Inhibition of norepinephrine uptake at human NET expressed in MDCK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1144192,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3308370,,14.0,CNCC[C@H](c1cccc(F)c1)N1C(=O)C(C)(C)c2cccc(F)c21
1598,CHEMBL3311308,,0.0,305.4,0.0,3.42,"8, GSK137647A",COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3362686,Inhibition of human NET by BacMam bind SPA/summary (Abse5) assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3351646,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014.0,,,100000.0,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1
1599,CHEMBL3323108,,0.0,263.34,0.0,2.91,3u,CN1Cc2ccccc2C(c2ccc3ccnn3c2)C1,IC50,'=',22.0,nM,7.66,,,UO_0000065,29.08,0.52,4.75,37.28,False,CHEMBL3379359,Displacement of [125I]-RTI-55 from recombinant NET (unknown origin) expressed in HEK cells by saturation binding analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3351632,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,CHEMBL3307715,,22.0,CN1Cc2ccccc2C(c2ccc3ccnn3c2)C1
1600,CHEMBL3323187,,0.0,338.48,0.0,3.88,13,CN1Cc2cc(NCCO)ccc2C(c2ccc3sccc3c2)C1,IC50,'=',9100.0,nM,5.04,,,UO_0000065,14.89,0.29,1.16,14.2,False,CHEMBL3379356,Displacement of [3H]Nisoxetine from human NET expressed in HEK293E cells after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293E,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3351632,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,,,9100.0,CN1Cc2cc(NCCO)ccc2C(c2ccc3sccc3c2)C1
1601,CHEMBL3323100,,0.0,279.41,0.0,4.48,3m,CN1Cc2ccccc2C(c2cccc3ccsc23)C1,IC50,'=',7.8,nM,8.11,,,UO_0000065,29.02,0.55,3.63,250.24,False,CHEMBL3379359,Displacement of [125I]-RTI-55 from recombinant NET (unknown origin) expressed in HEK cells by saturation binding analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3351632,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,CHEMBL3307715,,7.8,CN1Cc2ccccc2C(c2cccc3ccsc23)C1
1602,CHEMBL217975,,0.0,261.41,0.0,3.97,(RR/SS)-10v,COc1cccc(C(CC(C)C)C2CCCCN2)c1,IC50,'=',330.0,nM,6.48,,,UO_0000065,24.79,0.47,2.51,30.49,False,CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3307715,,330.0,COc1cccc(C(CC(C)C)C2CCCCN2)c1
1603,CHEMBL1194,PRILOCAINE,4.0,220.32,0.0,2.32,PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,CCCNC(C)C(=O)Nc1ccccc1C
1605,CHEMBL668,PROTRIPTYLINE,4.0,263.38,0.0,4.3,Protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,Ki,'=',1.6,nM,8.8,,,UO_0000065,33.4,0.6,4.5,73.12,False,CHEMBL2394912,Binding affinity to human norepinephrine transporter by radioligand displacement assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2390830,1,Scientific Literature,Eur. J. Med. Chem.,2013.0,,,1.6,CNCCCC1c2ccccc2C=Cc2ccccc21
1606,CHEMBL4074275,,0.0,312.39,0.0,3.42,7c,Cc1noc(C[S+]([O-])C(c2ccccc2)c2ccccc2)n1,IC50,,,,,,Not Active,,,,,,False,CHEMBL4032121,Inhibition of re-uptake of [3H]MPP+ at human NET expressed in HEK293 cells preincubated for 5 mins followed by [3H]-dopamine addition measured after 3 min by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4028886,1,Scientific Literature,J Med Chem,2017.0,CHEMBL3307715,,,Cc1noc(C[S+]([O-])C(c2ccccc2)c2ccccc2)n1
1607,CHEMBL1082209,,0.0,491.51,1.0,5.84,3d,C[C@H]1CN(C(=O)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1101957,Inhibition of NET,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154934,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,10000.0,C[C@H]1CN(C(=O)c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1
1608,CHEMBL2205817,,0.0,280.37,0.0,1.38,35,OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccnc1,Ki,,,,,,Not Determined,,,,,,False,CHEMBL2215574,Binding affinity to NET,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,,OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccnc1
1609,CHEMBL1076382,,0.0,1465.77,,,68,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cccc3ccccc13)C(=O)N1CC[C@H](O)[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCC(=O)N1)C(C)C)C(=O)N2,Activity,,,,,,Active,,,,,,False,CHEMBL1105070,Displacement of [3H]nisoxetine from human NET expressed in COS7 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154792,1,Scientific Literature,J. Med. Chem.,2009.0,CHEMBL3307648,,,CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1cccc3ccccc13)C(=O)N1CC[C@H](O)[C@H]1C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCC(=O)N1)C(C)C)C(=O)N2
1610,CHEMBL2380975,,0.0,253.35,0.0,3.14,23c,CNC[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,IC50,'=',3700.0,nM,5.43,,,UO_0000065,21.44,0.39,2.29,10.52,False,CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2380269,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,3700.0,CNC[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1
1611,CHEMBL101899,,0.0,281.83,0.0,3.68,9,CN(C)CC(c1cccc(Cl)c1)C1(O)CCCCC1,Ki,'=',149.0,nM,6.83,,,UO_0000065,24.22,0.49,3.15,29.09,False,CHEMBL1020015,Displacement of [3H]nisoxetine from human norepinephrine transporter expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155011,1,Scientific Literature,J. Med. Chem.,2008.0,,,149.0,CN(C)CC(c1cccc(Cl)c1)C1(O)CCCCC1
1612,CHEMBL99653,,0.0,315.38,0.0,4.05,11,CN(C)CC(c1cccc(C(F)(F)F)c1)C1(O)CCCCC1,IC50,'=',32.0,nM,7.5,,,UO_0000065,23.76,0.47,3.44,31.93,False,CHEMBL1020016,Inhibition of norepinephrine uptake at human norepinephrine transporter expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,MDCK-Net6,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155011,1,Scientific Literature,J. Med. Chem.,2008.0,,,32.0,CN(C)CC(c1cccc(C(F)(F)F)c1)C1(O)CCCCC1
1613,CHEMBL219653,,0.0,291.87,1.0,5.15,(RR/SS)-10j,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,Ki,'=',1700.0,nM,5.77,,,UO_0000065,19.77,0.39,0.62,47.96,False,CHEMBL911128,Displacement of [125I]RTI-55 from human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3307715,,1700.0,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1
1614,CHEMBL403441,,0.0,310.44,0.0,3.27,1,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,IC50,'=',16.0,nM,7.8,,,UO_0000065,25.11,0.46,4.53,31.82,False,CHEMBL948897,Inhibition of [3H]NA uptake at human NA transporter expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1141595,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008.0,CHEMBL3307715,,16.0,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1
1615,CHEMBL3582461,,0.0,303.29,0.0,4.45,,FC(F)(F)c1ccc2c(c1)nc(-c1cccnc1)n2C1CC1,Inhibition,'=',17.18,%,,,Not Active,UO_0000187,,,,,False,CHEMBL4507818,GPCRScan assay: inhibition of NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,Parental cells: stable HEK | PMID: 2086242/17156375 | Protein length: full-length | Radioligand conc. used [nM]: 1.3 â 5.0 | Radioligand Kd None 3.83 nM | Radioligand name: [3H]-Nisoxetine | Radioligand pKd None 8.42 None | Radioligand pKd Â± SEM None 0.06 None | Reference ligand: Desipramine | Reference ligand Ki None 2.24 nM | Reference ligand pKi None 8.65 None | Reference ligand pKi  Â± SEM None 0.01 None,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4507294,54,Donated Chemical Probes - SGC Frankfurt,,,,Compound concentration None 10.0 uM,17.18,FC(F)(F)c1ccc2c(c1)nc(-c1cccnc1)n2C1CC1
1616,CHEMBL4456123,,0.0,451.48,0.0,2.78,,CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1,% Ctrl,'=',82.0,%,,,Not Active,UO_0000187,,,,,False,CHEMBL4509912,NETRANS/H Eurofins-Panlabs selectivity data (BI),B,BAO_0000357,single protein format,Homo sapiens,,,,,Assay technology: Radioactive Assay | Target type: SLC superfamily of solute carriers,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4507278,54,Donated Chemical Probes - SGC Frankfurt,,,,Compound concentration None 10.0 uM,82.0,CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1
1617,CHEMBL2337592,,0.0,287.79,0.0,4.07,14a,Clc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,IC50,'=',3.9810000000000003,nM,8.4,,,UO_0000065,29.19,0.57,4.33,39.51,False,CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2331276,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013.0,CHEMBL3307715,,3.9810000000000003,Clc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1
1618,CHEMBL3104093,,0.0,288.39,0.0,3.85,"9, 21634",CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1,Ki,'=',1955.0,nM,5.71,,,UO_0000065,19.8,0.35,1.86,69.88,False,CHEMBL3108276,Displacement of [3H]Nisoxetine from norepinephrine transporter (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3102773,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014.0,,,1955.0,CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1
1619,CHEMBL1501,FLUOCINONIDE,4.0,494.53,0.0,2.94,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
1620,CHEMBL93645,ACECLOFENAC,4.0,354.19,0.0,3.91,ACECLOFENAC,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
1621,CHEMBL319244,CAFFEIC ACID PHENETHYL ESTER,0.0,284.31,0.0,2.9,CAFFEIC ACID PHENETHYL ESTER,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,Ki,'=',3756.0,nM,5.42,,,UO_0000065,19.08,0.35,2.53,8.13,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,3756.0,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1
1622,CHEMBL4526351,,0.0,519.5,2.0,7.41,,Cc1cc(NC(=O)c2cccc(S(F)(F)(F)(F)F)c2)cc(-n2ccn3nc(-c4cccnc4)cc23)c1,Ki,'=',10000.0,nM,5.0,,,UO_0000065,9.62,0.19,-2.41,7.79,False,CHEMBL4507818,GPCRScan assay: inhibition of NET,B,BAO_0000357,single protein format,Homo sapiens,,,,,Parental cells: stable HEK | PMID: 2086242/17156375 | Protein length: full-length | Radioligand conc. used [nM]: 1.3 â 5.0 | Radioligand Kd None 3.83 nM | Radioligand name: [3H]-Nisoxetine | Radioligand pKd None 8.42 None | Radioligand pKd Â± SEM None 0.06 None | Reference ligand: Desipramine | Reference ligand Ki None 2.24 nM | Reference ligand pKi None 8.65 None | Reference ligand pKi  Â± SEM None 0.01 None,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4507270,54,Donated Chemical Probes - SGC Frankfurt,,,,,10000.0,Cc1cc(NC(=O)c2cccc(S(F)(F)(F)(F)F)c2)cc(-n2ccn3nc(-c4cccnc4)cc23)c1
1623,CHEMBL3704751,,0.0,376.54,0.0,4.26,BDBM172722,CCOC(=O)NCCNC(CC(C)C)C1(c2ccc(OCC)cc2)CCC1,Ki,'=',2.0,nM,8.7,,317705,UO_0000065,23.1,0.44,4.44,14.6,False,CHEMBL3707854,"Radioligand Binding Assay: The monoamine transporters inhibitory activities of selected compounds cycloalkylmethylamine derivatives comprising Formula (I) are reported herein. The compounds were evaluated using well established radioligand binding assays protocols (Galli, A. et al., J. Exp. Biol. 1995, 198, 2197-2212; Giros, B. et al., Trends Pharmcol. Sci. 1993, 14, 43-49; Gu, H. et al., J. Biol. Chem. 1994, 269(10), 7124-7130; Shearman, L. P. et al, Am. J. Physiol., 1998, 275(6 Pt 1), C1621-1629; Wolf, W. A. et al., J. Biol. Chem. 1992, 267(29), 20820-20825). The human recombinant transporter proteins dopamine (DAT), norepinephrine (NET) and serotonin (SERT) were selected for the in vitro assays. The radioligand binding assays were carried out at 11 different test concentrations 0.1 nm to 1 μM.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3638905,37,BindingDB Database,,2015.0,,,2.0,CCOC(=O)NCCNC(CC(C)C)C1(c2ccc(OCC)cc2)CCC1
1624,CHEMBL3673167,,0.0,480.32,1.0,6.49,BDBM160629,FC(F)(F)c1ccc(Oc2ccc3c(c2)CN2CCC3(c3ccc(Cl)c(Cl)c3)CC2)nn1,IC50,'=',35.1,nM,7.46,,303898,UO_0000065,15.52,0.32,0.96,19.49,False,CHEMBL3705744,"Radioligand Binding Assay: Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.",B,BAO_0000249,cell membrane format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3639048,37,BindingDB Database,,2015.0,,,35.1,FC(F)(F)c1ccc(Oc2ccc3c(c2)CN2CCC3(c3ccc(Cl)c(Cl)c3)CC2)nn1
1625,CHEMBL220247,,0.0,265.83,0.0,4.61,(RR/SS)-10f,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,IC50,'=',120.0,nM,6.92,,,UO_0000065,26.03,0.53,2.31,57.53,False,CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3307715,,120.0,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1
1626,CHEMBL511500,,0.0,253.32,0.0,2.27,30c,COc1ccc(F)cc1CC[C@H]1CC[C@H](CN)O1,Ki,'=',5993.0,nM,5.22,,,UO_0000065,20.62,0.4,2.95,11.74,False,CHEMBL1031547,Displacement of [125I]RTI55 from human NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152751,1,Scientific Literature,Bioorg. Med. Chem.,2009.0,CHEMBL3307715,,5993.0,COc1ccc(F)cc1CC[C@H]1CC[C@H](CN)O1
1627,CHEMBL456223,,0.0,253.32,0.0,2.27,30c,COc1ccc(F)cc1CC[C@@H]1CC[C@H](CN)O1,Ki,'=',8520.0,nM,5.07,,,UO_0000065,20.01,0.38,2.8,11.4,False,CHEMBL1031547,Displacement of [125I]RTI55 from human NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152751,1,Scientific Literature,Bioorg. Med. Chem.,2009.0,CHEMBL3307715,,8520.0,COc1ccc(F)cc1CC[C@@H]1CC[C@H](CN)O1
1628,CHEMBL218894,,0.0,261.41,0.0,3.97,(RS/SR)-10u,COc1ccc(C(CC(C)C)C2CCCCN2)cc1,Ki,'=',16000.0,nM,4.8,,,UO_0000065,18.35,0.34,0.83,22.56,False,CHEMBL911128,Displacement of [125I]RTI-55 from human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3307715,,16000.0,COc1ccc(C(CC(C)C)C2CCCCN2)cc1
1629,CHEMBL115769,,0.0,334.35,0.0,3.97,RWJ-68354,COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2,IC50,'=',1070.0,nM,5.97,,,UO_0000065,17.86,0.33,2.0,7.77,False,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,,,,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,,1070.0,COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2
1630,CHEMBL1818442,AMITIFADINE HYDROCHLORIDE,2.0,264.58,0.0,2.85,DOV-21947,Cl.Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,Ki,'=',63.1,nM,7.2,,,UO_0000065,31.56,0.7,4.35,59.85,False,CHEMBL1819643,Displacement of [3H]nisoxetine from human recombinant NET by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1817647,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,,,63.1,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl
1631,CHEMBL3323179,,0.0,336.5,0.0,4.54,BDBM170454,CN(C)Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,Ki,'<',3.0,nM,,,314422,UO_0000065,,,,,False,CHEMBL3705836,"Binding Assay: In order to evaluate the relative affinity of the various compounds at the NE, DA and 5HT transporters, HEK293E cell lines were developed to express each of the three human transporters. cDNAs containing the complete coding regions of each transporter were amplified by PCR from human brain libraries. The cDNAs contained in pCRII vectors were sequenced to verify their identity and then subcloned into an Epstein-Barr virus based expression plasmid (Shen et al., Gene 156:235-239 (1995), which is hereby incorporated by reference in its entirety). This plasmid containing the coding sequence for one of the human transporters was transfected into HEK93E cells. Successful transfection was verified by the ability of known reuptake blockers to inhibit the uptake of tritiated NE, DA or 5HT.For binding, cells were homogenized, centrifuged, and then resuspended in incubation buffer (5 mM Tris, 120 mM NaCl, 5 mM KCl, pH 7.4). Then, the appropriate radioligand was added.",B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293E,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL3638841,37,BindingDB Database,,2015.0,,,3.0,CN(C)Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1
1632,CHEMBL1813311,,0.0,275.39,0.0,3.08,4f,COc1ccc([C@]23CCCC[C@H]2CN(C)C3)cc1OC,IC50,'=',5888.44,nM,5.23,,,UO_0000065,18.99,0.36,2.15,24.1,False,CHEMBL1816473,Inhibition of norepinephrine reuptake at NET expressed in MDCK cells,B,BAO_0000219,cell-based format,,,,MDCK,,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1811752,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3308370,,5888.44,COc1ccc([C@]23CCCC[C@H]2CN(C)C3)cc1OC
