,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
768,FNRNKAMBXVROAU-UHFFFAOYNA-N,CHEMBL1086275,6530,A,7.24,chembl20,634878,9606,SLC6A2,4059,C=1C=CC(C(N2CCNCC2)CC=3C(=CC=CC3OC(F)F)F)=CC1,Fc1cccc(OC(F)F)c1CC(c1ccccc1)N1CCNCC1
769,BUJVJHVEEOZSIE-LBPRGKRZNA-N,CHEMBL477572,6530,A,7.07,chembl20,490418,9606,SLC6A2,4059,C=1C(=C(C=CC1)CN(S(=O)(=O)C)[C@H]2CCNC2)SC,CSc1ccccc1CN([C@H]1CCNC1)S(C)(=O)=O
770,BWBCTVUBHWYIEP-UONOGXRCNA-N,44590726,6530,A,5.53254,pubchem,393261,9606,SLC6A2,4059,FC1=CC(CCC[C@@H]2O[C@H](CC2)CN)=C(OC)C=C1,COc1ccc(F)cc1CCC[C@H]1CC[C@H](CN)O1
771,BWBCTVUBHWYIEP-ZIAGYGMSNA-N,44590727,6530,A,5.54409,pubchem,393261,9606,SLC6A2,4059,FC1=CC(CCC[C@H]2O[C@H](CC2)CN)=C(OC)C=C1,COc1ccc(F)cc1CCC[C@@H]1CC[C@H](CN)O1
772,AQGRUVIDIWOMIH-UHFFFAOYNA-N,46890393,6530,A,7.602060000000001,pubchem,484003,9606,SLC6A2,4059,O(CC1CC1)C=2C(CC(N3CCNCC3)C4=CC=CC=C4)=CC=CC2,c1ccc(C(Cc2ccccc2OCC2CC2)N2CCNCC2)cc1
773,BCGWQEUPMDMJNV-UHFFFAOYNA-N,CHEMBL11,6530,A,7.8,chembl20,143139,9606,SLC6A2,4059,N1(C2=C(CCC=3C1=CC=CC3)C=CC=C2)CCCN(C)C,CN(C)CCCN1c2ccccc2CCc2ccccc21
774,HTKNCQZCINRNGM-UYBDAZJANA-N,72202850,6530,A,5.72125,pubchem,773432,9606,SLC6A2,4059,ClC=1C=C(C2C(CNC2=O)C3=CC=C(Cl)C=C3)C=CC1Cl,O=C1NCC(c2ccc(Cl)cc2)C1c1ccc(Cl)c(Cl)c1
775,HYOCZQPMJUZYKD-UHFFFAOYNA-N,CHEMBL107077,6530,A,5.7,chembl20,142937,9606,SLC6A2,4059,S(C1=C(C=C(C=C1)OC)N)C=2C(CN(C)C)=CC=CC2,COc1ccc(Sc2ccccc2CN(C)C)c(N)c1
776,HSRUEFWMMBYMIL-UHFFFAOYNA-N,CHEMBL1083405,6530,A,7.66,chembl20,634878,9606,SLC6A2,4059,C=1C=CC(C(N2CCNCC2)CC=3C=CC=CC3OC(C)C)=CC1,CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1
777,HULJRWTYZFVYPA-UHFFFAOYNA-N,53323812,6530,A,5.30103,pubchem,578420,9606,SLC6A2,4059,O(C1=CC=C(C2(CCCCC2)C(N)C)C=C1)C(C)(C)C,CC(N)C1(c2ccc(OC(C)(C)C)cc2)CCCCC1
778,CQNQTEGBNDNNMO-UHFFFAOYNA-N,CHEMBL606150,6530,A,6.52,chembl20,603450,9606,SLC6A2,4059,C1=CC=C2NC=C(C2=C1CCNCCC)S(=O)(=O)C3=CC=CC=C3,CCCNCCc1cccc2[nH]cc(S(=O)(=O)c3ccccc3)c12
779,CHLYWPGOYPDIPF-UHFFFAOYNA-N,CHEMBL278165,6530,A,7.46,chembl20,142940,9606,SLC6A2,4059,S(C1=C(C=C(C=C1)Br)CO)C=2C(CN(C)C)=CC=CC2,CN(C)Cc1ccccc1Sc1ccc(Br)cc1CO
780,CBHCDHNUZWWAPP-UHFFFAOYNA-N,CHEMBL395110,6530,A,5.73,chembl20,774705,9606,SLC6A2,4059,N1(C2=C(SC3=C1C=CC=C3)C=CC=C2)CC4CN(C)CCC4,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
781,CELRKOSFIVSEBS-UHFFFAOYNA-N,CHEMBL1684054,6530,A,5.4,chembl20,726960,9606,SLC6A2,4059,C1(C=2C=CC(=CC2)C3=CC=CC=C3)(C(N)C)CCCCC1,CC(N)C1(c2ccc(-c3ccccc3)cc2)CCCCC1
782,XKGPHJMKJBEURD-UHFFFAOYNA-N,CHEMBL3104093,6530,A,5.71,chembl20,1283696,9606,SLC6A2,4059,C12=C(CCN3C=4C1=CC=CC4C5=C3CCN(C5)C)C=CC=C2,CN1CCc2c(c3cccc4c3n2CCc2ccccc2-4)C1
783,YGOUOBPKDDZCPL-UHFFFAOYNA-N,CHEMBL513204,6530,A,6.62,chembl20,487422,9606,SLC6A2,4059,C=1C=C(C(CN2CCN(CC2)C)C3(O)CCCCC3)C=C(C1)F,CN1CCN(CC(c2cccc(F)c2)C2(O)CCCCC2)CC1
784,YIEXSVBTWQZEGZ-UHFFFAOYNA-N,11963972,6530,A,7.522880000000001,pubchem,410404,9606,SLC6A2,4059,O(C1C(O)(CC=2C1=CC=CC2)CNC)C=3C(=CC=CC3)C,CNCC1(O)Cc2ccccc2C1Oc1ccccc1C
785,YIGLINOPTZCHQC-UHFFFAOYNA-N,53316788,6530,A,6.4908,pubchem,550377,9606,SLC6A2,4059,FC=1C(OC2CCNCC2)=C(OC3=C(C=CC=C3F)C)C=CC1,Cc1cccc(F)c1Oc1cccc(F)c1OC1CCNCC1
786,HGRHWEAUHXYNNP-UHFFFAOYNA-N,CHEMBL2391541,6530,A,5.0,chembl20,964941,9606,SLC6A2,4059,C=1(C=CC2=C(C1)C(=CN2)CCN(CC=C)CC=C)OC,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12
787,HEBFKAQNVHADTH-DZQCGVKKNA-N,CHEMBL258271,6530,A,7.08,chembl20,463818,9606,SLC6A2,4059,C1(=CC(CNC)=C(OC=2C(=CC(=CC2)Cl)Cl)C=C1)C(=O)N,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl
788,HEFDYDISPNHKAM-UHFFFAOYNA-N,11209208,6530,A,6.5800399999999994,pubchem,261029,9606,SLC6A2,4059,S1C(C=2C=CC(C(=O)C(N3CCCC3)CCC)=CC2)=CC=C1,CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1
789,HDTINEVDGKNACJ-UHFFFAOYNA-N,25029547,6530,A,6.04096,pubchem,466821,9606,SLC6A2,4059,ClC1=CC=C(N2S(=O)(=O)N(CC=3C2=CC=CC3)CCCNC)C=C1,CNCCCN1Cc2ccccc2N(c2ccc(Cl)cc2)S1(=O)=O
790,IOEFEBQWPLLQHN-UHFFFAOYNA-N,44563258,6530,A,7.522880000000001,pubchem,410404,9606,SLC6A2,4059,OC1(C(C=2C(C1)=CC=CC2)CC=3C(=CC=CC3)C)CNC,CNCC1(O)Cc2ccccc2C1Cc1ccccc1C
791,IHHOPZQJPZTOOA-ZBFHGGJFNA-N,CHEMBL270642,6530,A,6.28,chembl20,464100,9606,SLC6A2,4059,C1CCC[C@@H]([C@@]1(OC)C2=CC=CC(O)=C2)CN(C)C,CO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C
792,IMAGBMSOGGYLDK-CHWSQXEVNA-N,CHEMBL233530,6530,N,2.87,chembl20,444198,9606,SLC6A2,4059,C1CC[C@@H]([C@@H](C1)C(OC)=O)C=2C=CC=CC2,COC(=O)[C@@H]1CCCC[C@@H]1c1ccccc1
793,INDDCTQFCFNYFA-UHFFFAOYNA-N,CHEMBL567288,6530,A,5.89,chembl20,596935,9606,SLC6A2,4059,C1=CC=C2C(=C1)C=C(CN(C3CCNCC3)C(CC)=O)C=C2,CCC(=O)N(Cc1ccc2ccccc2c1)C1CCNCC1
794,INEHYFAMZQPYDY-UHFFFAOYNA-N,CHEMBL1224492,6530,A,9.0,chembl20,652283,9606,SLC6A2,4059,C1(C(=O)C2(CCNC2)CCCC)=CC(=C3C(=C1)C=CN3)F,CCCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1
795,HACMDNQQWHUHKC-UHFFFAOYNA-N,CHEMBL481124,6530,A,5.57,chembl20,487517,9606,SLC6A2,4059,C=1C=C(CN(C)C)C(=CC1)OC2=CC=C(C=C2)CC3CC3,CN(C)Cc1ccccc1Oc1ccc(CC2CC2)cc1
796,GSZWPQINNYSRIQ-UHFFFAOYNA-N,24894786,6530,A,5.8613800000000005,pubchem,339392,9606,SLC6A2,4059,FC1=CC=C(C(C2(O)CCCCC2)CN3CCN(CC3)C)C=C1,CN1CCN(CC(c2ccc(F)cc2)C2(O)CCCCC2)CC1
797,GYJUQRIRWMPONQ-UHFFFAOYNA-N,CHEMBL498774,6530,N,4.24,chembl20,555733,9606,SLC6A2,4059,C=1C(OC(F)(F)F)=C(CCN(CC)CCN2CCCCC2)C=CC1,CCN(CCc1ccccc1OC(F)(F)F)CCN1CCCCC1
798,GVWVNROHWPGGAQ-GOEBONIONA-N,CHEMBL1813310,6530,N,4.85,chembl20,761203,9606,SLC6A2,4059,C1CC[C@@H]2[C@@](CN(C)C2)(C1)C3=CC=C(C=C3)OC,COc1ccc([C@]23CCCC[C@H]2CN(C)C3)cc1
799,GYURBKTVOWBCTD-SDRQFZCRNA-N,44568296,6530,A,7.30103,pubchem,339488,9606,SLC6A2,4059,ClC=1C=C(CC2=C(CNC)C=C(C=C2)C(=O)N)C=CC1Cl,CNCc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1
800,GYZLMHZBYPNULH-UHFFFAOYNA-N,44414696,6530,A,7.42022,pubchem,269938,9606,SLC6A2,4059,FC(F)(F)OC=1C(CC(N2CCNCC2)C3=CC=CC=C3)=CC=CC1,FC(F)(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1
801,JGZNMAIDTSSPBU-UHFFFAOYNA-N,CHEMBL2047564,6530,A,5.6,chembl20,827276,9606,SLC6A2,4059,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=CC(=CC3)C,Cc1ccc(C(O)CCN2CC=C(Cc3ccccc3)CC2)cc1
802,JIVIBEFNFXNPFI-UHFFFAOYNA-N,CHEMBL336940,6530,A,8.33,chembl20,145000,9606,SLC6A2,4059,N12C(C=3C(OC)=CC=CC3C1(C=4C=CC(=CC4)Cl)O)=NCC2,COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1
803,JJAUMTXFZLAGOI-UHFFFAOYNA-N,CHEMBL104673,6530,A,5.92,chembl20,142937,9606,SLC6A2,4059,C(C1=CC(N)=C(SC=2C(CN(C)C)=CC=CC2)C=C1)(F)(F)F,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1N
804,JFCGNEFWNWVNQD-HCKMINDGNA-N,CHEMBL1170213,6530,A,6.5,chembl20,640165,9606,SLC6A2,4059,N1CCN(C2=CC3=C(NN=C3)C=C2)C(C1)COCC,CCOCC1CNCCN1c1ccc2[nH]ncc2c1
805,JFIOVJDNOJYLKP-UHFFFAOYNA-N,CHEMBL290106,6530,A,5.91,chembl20,774705,9606,SLC6A2,4059,C=1(SC2=C(C(Cl)=CC(=C2)Cl)O)C(=C(Cl)C=C(C1)Cl)O,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
806,IUTSKNRONKMGOS-QMMMGPOBNA-N,11674529,6530,A,7.02228,pubchem,469544,9606,SLC6A2,4059,ClC1=C(C(=O)N([C@H]2CCNC2)CC(F)(F)F)C=CC=C1Cl,O=C(c1cccc(Cl)c1Cl)N(CC(F)(F)F)[C@H]1CCNC1
807,IUSCPVMMEKQANO-UHFFFAOYNA-N,CHEMBL141681,6530,A,7.7,chembl20,142612,9606,SLC6A2,4059,C=1(OC(C=2C=CC=CC2)CCNC)C=3C(=CC=CC3)C=CC1,CNCCC(Oc1cccc2ccccc12)c1ccccc1
808,IYHIZUCENFBTJG-UHFFFAOYNA-N,CHEMBL1224400,6530,A,8.5,chembl20,652283,9606,SLC6A2,4059,C1(CNCC1)(C(C=2C=CC(=C(C2)Cl)Cl)=O)CCC(C)(C)C,CC(C)(C)CCC1(C(=O)c2ccc(Cl)c(Cl)c2)CCNC1
809,IWHDPHKISOJDMA-UHFFFAOYNA-N,CHEMBL1087923,6530,A,6.7,chembl20,617684,9606,SLC6A2,4059,O=S1(N(CCNC)CC=2C(=CC=CC2)N1C3=C(C=CC=C3)F)=O,CNCCN1Cc2ccccc2N(c2ccccc2F)S1(=O)=O
810,IXBHAYXQNHDHST-WBVHZDCINA-N,CHEMBL272063,6530,A,5.42,chembl20,464100,9606,SLC6A2,4059,C1CCC[C@@H]([C@@]1(OCC)C2=CC=CC(O)=C2)CN(C)C,CCO[C@]1(c2cccc(O)c2)CCCC[C@@H]1CN(C)C
811,IYTYICIRVUHWDC-UHFFFAOYNA-N,CHEMBL504231,6530,A,7.8,chembl20,493416,9606,SLC6A2,4059,C=1(C=CC2=C(C1)C=CN2)C3(CNCC3)CCC4=CC=CC=C4,c1ccc(CCC2(c3ccc4[nH]ccc4c3)CCNC2)cc1
812,JAKBXJLCBFHUQX-UHFFFAOYNA-N,45273154,6530,A,7.85387,pubchem,423861,9606,SLC6A2,4059,ClC1=C(OC(C2CCNCC2)C=3C=CC(=NC3)C)C=CC=C1Cl,Cc1ccc(C(Oc2cccc(Cl)c2Cl)C2CCNCC2)cn1
813,JWHRWJZJTWFYRA-UHFFFAOYNA-N,CHEMBL345442,6530,A,6.12,chembl20,193312,9606,SLC6A2,4059,N1(C=C(C#N)C=2C1=CC=CC2)N(C=3C=CN=CC3)CCC,CCCN(c1ccncc1)n1cc(C#N)c2ccccc21
814,JRWZLRBJNMZMFE-UHFFFAOYNA-N,CHEMBL926,6530,A,6.42,chembl20,774705,9606,SLC6A2,4059,C1(=C(C=CC(=C1)CCNC(CCC=2C=CC(=CC2)O)C)O)O,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
815,JUWUZLUBIRHYMM-LBPRGKRZNA-N,71452172,6530,A,6.6925,pubchem,712670,9606,SLC6A2,4059,O(C[C@H]1NCCC1)C2=NOC(=C2)COC3=CC=CC=C3,c1ccc(OCc2cc(OC[C@@H]3CCCN3)no2)cc1
816,JJCFRYNCJDLXIK-UHFFFAOYNA-N,CHEMBL516,6530,A,6.54,chembl20,143139,9606,SLC6A2,4059,C1(C2=C(C=CC=3C1=CC=CC3)C=CC=C2)=C4CCN(CC4)C,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
817,HRKLUXSFAYPUIK-CVEARBPZNA-N,CHEMBL258336,6530,A,5.82,chembl20,464100,9606,SLC6A2,4059,C1CCC[C@@H]([C@@]1(OC)C=2C=CC=CC2)CN(C)C,CO[C@]1(c2ccccc2)CCCC[C@@H]1CN(C)C
818,HRKLUXSFAYPUIK-JKSUJKDBNA-N,CHEMBL258338,6530,A,5.81,chembl20,464100,9606,SLC6A2,4059,C1CCC[C@H]([C@]1(OC)C=2C=CC=CC2)CN(C)C,CO[C@@]1(c2ccccc2)CCCC[C@H]1CN(C)C
819,HKMZTVMDWMICAE-HNNXBMFYNA-N,45271840,6530,A,7.14267,pubchem,430251,9606,SLC6A2,4059,O=C(N(CC1CCC1)[C@H]2CCNC2)C3=C(C=CC=C3)C,Cc1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1
820,HNUBNQUQWGZIPJ-UHFFFAOYNA-N,CHEMBL383611,6530,A,7.68,chembl20,355136,9606,SLC6A2,4059,C1(CN(CCCC#N)C2CCNCC2)=CC=CC=C1C(F)(F)F,N#CCCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1
821,HESFIOJTTFAYOC-GPQMBLKYNA-N,CHEMBL1172525,6530,A,7.1,chembl20,640165,9606,SLC6A2,4059,N1CCN(C2=CC3=C(NN=C3)C=C2)C(C1)CCCC,CCCCC1CNCCN1c1ccc2[nH]ncc2c1
822,GSOMDJHMVYOBJD-UHFFFAOYNA-N,CHEMBL401071,6530,N,4.07,chembl20,457757,9606,SLC6A2,4059,C=1C=C(Cl)C(Cl)=CC1C2=CCCC2C(=O)OC3=CC=CC=C3,O=C(Oc1ccccc1)C1CCC=C1c1ccc(Cl)c(Cl)c1
823,GOZODOHXYHQNFU-UHFFFAOYNA-N,CHEMBL337822,6530,A,7.7,chembl20,142612,9606,SLC6A2,4059,C=1(C(OC=2C=3C(=CC=CC3)C=CC2)CCNC)OC=CC1,CNCCC(Oc1cccc2ccccc12)c1ccco1
824,GRUIIAQNNWQJPW-UHFFFAOYNA-N,CHEMBL511347,6530,A,7.34,chembl20,487421,9606,SLC6A2,4059,C1=CC(=CC(C(CN2CCN(CC2)C)C3(CCCCC3)O)=C1)Cl,CN1CCN(CC(c2cccc(Cl)c2)C2(O)CCCCC2)CC1
825,IQIONMXYTYNILR-WCQYABFANA-N,CHEMBL257603,6530,A,7.0,chembl20,467790,9606,SLC6A2,4059,[C@]1(C=2C=CSC2)(C(N(CC=C)C)=O)[C@H](CN)C1,C=CCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN
826,IQNGYWRUWKYNSE-GNXNZQSNNA-N,CHEMBL1644482,6530,A,6.65,chembl20,700294,9606,SLC6A2,4059,C1[C@@H](OC2=CC(=CC=C2)OC)C[C@@H]3CC[C@H]1N3,COc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1
827,ITXRGZRPRZJEGV-UHFFFAOYNA-N,CHEMBL1836646,6530,A,5.54,chembl20,771726,9606,SLC6A2,4059,C1CCC=2C(=NN(C2C1)C3=C(C=CC=C3O)F)OC4CCNCC4,Oc1cccc(F)c1-n1nc(OC2CCNCC2)c2c1CCCC2
828,ITJNARMNRKSWTA-RLXJOQACNA-N,CHEMBL1628648,6530,A,8.4,chembl20,689273,9606,SLC6A2,4059,O(C1=C(OC)C=CC=C1)C(C2=CC=CC=C2)CCNC([3H])([3H])[3H],[H]C([H])([H])NCCC(Oc1ccccc1OC)c1ccccc1
829,ITPUGBSWGNTRDI-SMDDNHRTNA-N,CHEMBL1813479,6530,A,5.19,chembl20,761203,9606,SLC6A2,4059,C1[C@@H]2[C@](CC1)(CN(C2)C)C3=CC(=C(C=C3)F)F,CN1C[C@@H]2CCC[C@]2(c2ccc(F)c(F)c2)C1
830,JLTIELDULXFJCW-UHFFFAOYNA-N,CHEMBL1083707,6530,A,6.47,chembl20,634878,9606,SLC6A2,4059,C1=CC=C(C=C1)C(CC2=C3C(=CC=C2)CCO3)N4CCNCC4,c1ccc(C(Cc2cccc3c2OCC3)N2CCNCC2)cc1
831,JKBJIWKBKAEYBB-UHFFFAOYNA-N,CHEMBL493476,6530,A,5.51,chembl20,487517,9606,SLC6A2,4059,C=1C=C(CN(C)C)C(C(C2=CC=C(C(=C2)Cl)Cl)O)=CC1,CN(C)Cc1ccccc1C(O)c1ccc(Cl)c(Cl)c1
832,JORAUIMOUGISHQ-UHFFFAOYNA-N,CHEMBL1224468,6530,N,3.4,chembl20,654115,9606,SLC6A2,4059,C1=C(C=C2C(C=C(C(CCNC)N3N=NC=N3)C=C2)=C1)Cl,CNCCC(c1ccc2cc(Cl)ccc2c1)n1ncnn1
833,KBLODNDMWLXBEK-RHSMWYFYNA-N,CHEMBL2337593,6530,A,8.0,chembl20,943623,9606,SLC6A2,4059,C1=CC=CC(=C1Cl)O[C@H](C2=CC=CC=C2)[C@@H]3CCNC3,Clc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1
834,KBLODNDMWLXBEK-YOEHRIQHNA-N,71562373,6530,A,8.40012,pubchem,731055,9606,SLC6A2,4059,ClC=1C(O[C@H]([C@H]2CCNC2)C3=CC=CC=C3)=CC=CC1,Clc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1
835,JVFNBOUZKYZEJE-UHFFFAOYNA-N,CHEMBL1645602,6530,A,6.32,chembl20,698905,9606,SLC6A2,4059,C=1(C(=C(OC2=C(C=CC=C2F)F)C=CC1)OC3CNC3)F,Fc1cccc(F)c1Oc1cccc(F)c1OC1CNC1
836,KWWVMVUZZJMGRZ-CHPOKUKFNA-N,45268922,6530,A,7.85387,pubchem,423861,9606,SLC6A2,4059,ClC1=C(OC([C@H]2CCNC2)C3=NC=CC=C3)C=CC=C1Cl,Clc1cccc(OC(c2ccccn2)[C@H]2CCNC2)c1Cl
837,KIDMMWCQWSLXGQ-UHFFFAOYNA-N,CHEMBL196365,6530,A,8.1,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)CC=2C1=CC=CC2)=O)C=3C=CC=CC3,CNCCCC1Cc2ccccc2N(c2ccccc2)C1=O
838,JIIHYINDBVZYIB-UHFFFAOYNA-N,CHEMBL493027,6530,A,5.04,chembl20,487517,9606,SLC6A2,4059,C=1C=C(CN(C)C)C(=CC1)SC2=CC=C(C=C2)C(F)(F)F,CN(C)Cc1ccccc1Sc1ccc(C(F)(F)F)cc1
839,JQQRBSOAFDAWGZ-UHFFFAOYNA-N,44414721,6530,A,6.522880000000001,pubchem,269938,9606,SLC6A2,4059,N1(C(CC2=CC(=CC=C2)C#N)C3=CC=CC=C3)CCNCC1,N#Cc1cccc(CC(c2ccccc2)N2CCNCC2)c1
840,LDAUFMYFIINTDH-OAHLLOKONA-N,CHEMBL1762480,6530,A,5.13,chembl20,740010,9606,SLC6A2,4059,C1=CC(C#N)=C(S[C@@H](C=2C=CC=CC2)CCN)N=C1C,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1
841,LOONKLFFRKQSJD-UHFFFAOYNA-N,11483535,6530,A,6.02402,pubchem,239411,9606,SLC6A2,4059,S(C=1C(CN(C)C)=CC=CC1)C=2C(N)=CC(CCF)=CC2,CN(C)Cc1ccccc1Sc1ccc(CCF)cc1N
842,GPCXUXJZOSOVLY-OAHLLOKONA-N,CHEMBL1762473,6530,N,4.82,chembl20,740010,9606,SLC6A2,4059,C=1C(Cl)=CC(O[C@@H](C=2C=CC=CC2)CCN)=C(C1)C#N,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1
843,GPFOQDAZAVIYMI-LILDFLRNNA-N,CHEMBL2430691,6530,N,4.69,chembl20,983925,9606,SLC6A2,4059,C=1(C=CC=CC1C2C(CNC2=O)C=3C(=CC=CC3)Cl)Cl,O=C1NCC(c2ccccc2Cl)C1c1ccccc1Cl
844,HTXNJLFLQDPRHG-UHFFFAOYNA-N,24937260,6530,A,7.13077,pubchem,619831,9606,SLC6A2,4059,S1(=O)(=O)N(CC2OCCNC2)C=3C(N1C4=CC=CC=C4)=CC=CC3,O=S1(=O)N(CC2CNCCO2)c2ccccc2N1c1ccccc1
845,IERJXEMEJGQALD-UHFFFAOYNA-N,44416104,6530,A,7.90205,pubchem,270529,9606,SLC6A2,4059,BrC1=CC=C(C2C=3C4N(C(C2)CC4)CC3CC(OC)=O)C=C1,COC(=O)CC1=C2C(c3ccc(Br)cc3)CC3CCC2N3C1
846,IFCHBQFBWRMERT-UHFFFAOYNA-N,CHEMBL1097470,6530,A,6.26,chembl20,632360,9606,SLC6A2,4059,S1C=2C=CC=CC2C=C1C(CN3CCNCC3)C4(CCCCC4)O,OC1(C(CN2CCNCC2)c2cc3ccccc3s2)CCCCC1
847,IBZJKEOJOGAMGJ-COPLHBTANA-N,25025581,6530,A,9.80134,pubchem,462704,9606,SLC6A2,4059,ClC=1C=C([C@]23[C@H]([C@@H]2COCC)CNC3)C=CC1Cl,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1
848,ICXJGCSEMJXNQF-ZIAGYGMSNA-N,CHEMBL1173532,6530,A,8.7,chembl20,642195,9606,SLC6A2,4059,C=1(C(=CC([C@]23CCNC[C@]2(C3)COC)=CC1)Cl)Cl,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2
849,ICYDUOWTRYFBOY-UHFFFAOYNA-N,46229671,6530,A,5.05286,pubchem,456162,9606,SLC6A2,4059,FCCOC1=CC(OC=2C(N)=CC(=CC2)C)=C(CN(C)C)C=C1,Cc1ccc(Oc2cc(OCCF)ccc2CN(C)C)c(N)c1
850,HZPZVEJWTPAYPU-UHFFFAOYNA-N,44610723,6530,A,5.60206,pubchem,445757,9606,SLC6A2,4059,S(=O)(=O)(N(C1CCNCC1)CC2=CC=3C(C=C2)=CC=CC3)C,CS(=O)(=O)N(Cc1ccc2ccccc2c1)C1CCNCC1
851,IDWDPGNSPWMIDM-UHFFFAOYNA-N,CHEMBL139245,6530,A,7.11,chembl20,142612,9606,SLC6A2,4059,C=1(OC(C=2C=CC(=CC2)Cl)CCNC)C=3C(=CC=CC3)C=CC1,CNCCC(Oc1cccc2ccccc12)c1ccc(Cl)cc1
852,KYUYTLMYZDCTDV-UHFFFAOYNA-N,CHEMBL2206532,6530,A,8.14,chembl20,885013,9606,SLC6A2,4059,C1=CC(=CC(=C1)C)C2C3=C(CN(C2)C)C=C(C=C3)OC,COc1ccc2c(c1)CN(C)CC2c1cccc(C)c1
853,KZMOSMDAUNHNBH-INIZCTEONA-N,CHEMBL469810,6530,A,5.17,chembl20,564828,9606,SLC6A2,4059,C=1C=C2C=C(CO[C@H]3CCNC3)C=CC2=CC1C#N,N#Cc1ccc2cc(CO[C@H]3CCNC3)ccc2c1
854,LCWPWPFSABPKJM-UHFFFAOYNA-N,CHEMBL132082,6530,A,8.84,chembl20,145000,9606,SLC6A2,4059,N12C(C=3C=C(OC)C=CC3C1=NCC2)(C=4C=CC(=CC4)Cl)O,COc1ccc2c(c1)C(O)(c1ccc(Cl)cc1)N1CCN=C21
855,KXJGGCUESGCVLH-ZIAGYGMSNA-N,24803181,6530,A,6.900010000000001,pubchem,491801,9606,SLC6A2,4059,ClC=1C=C([C@]23[C@](C2)(CNCC3)COC)C=CC1C(F)(F)F,COC[C@@]12CNCC[C@]1(c1ccc(C(F)(F)F)c(Cl)c1)C2
856,KXQVOLBRJCPHMW-HZMBPMFUNA-N,CHEMBL1813482,6530,A,5.37,chembl20,761203,9606,SLC6A2,4059,C1[C@@H]2[C@](C3=CC(=CC(=C3)Cl)Cl)(CC1)CN(C2)C,CN1C[C@@H]2CCC[C@]2(c2cc(Cl)cc(Cl)c2)C1
857,JZXQQBOUEFCSBP-UHFFFAOYNA-N,CHEMBL197643,6530,A,7.68,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)CC=2C1=CC=CC2)=O)C=3C=CC(=CC3)Cl,CNCCCC1Cc2ccccc2N(c2ccc(Cl)cc2)C1=O
858,KKHPGFXTXRPZGB-NSHDSACANA-N,46882911,6530,A,7.17393,pubchem,469544,9606,SLC6A2,4059,ClC1=C(C(=O)N([C@H]2CCNC2)CC(C)C)C=CC=C1F,CC(C)CN(C(=O)c1cccc(F)c1Cl)[C@H]1CCNC1
859,KIMRUTAJTDBFHO-UHFFFAOYNA-N,CHEMBL1224320,6530,A,9.3,chembl20,652283,9606,SLC6A2,4059,C1(=CC(=C2C(=C1)C=CN2)F)C(=O)C3(CCNC3)CCC(C)C,CC(C)CCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1
860,KNAQCUBNCHCAPI-UHFFFAOYNA-N,CHEMBL2206531,6530,A,8.05,chembl20,885013,9606,SLC6A2,4059,C1=CC(=CC(=C1F)F)C2C3=C(CN(C2)C)C=C(C=C3)OC,COc1ccc2c(c1)CN(C)CC2c1ccc(F)c(F)c1
861,KHGNFQVPPCBUSI-UHFFFAOYNA-N,CHEMBL154228,6530,A,5.68,chembl20,193312,9606,SLC6A2,4059,N1(C=C(CC)C=2C1=CC=CC2)N(C3=CC=NC=C3)CCC,CCCN(c1ccncc1)n1cc(CC)c2ccccc21
