Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
ITXRGZRPRZJEGV-UHFFFAOYNA-N,CHEMBL1836646,6530,A,5.54,chembl20,771726,9606,SLC6A2,4059,C1CCC=2C(=NN(C2C1)C3=C(C=CC=C3O)F)OC4CCNCC4
ITJNARMNRKSWTA-RLXJOQACNA-N,CHEMBL1628648,6530,A,8.4,chembl20,689273,9606,SLC6A2,4059,O(C1=C(OC)C=CC=C1)C(C2=CC=CC=C2)CCNC([3H])([3H])[3H]
ITPUGBSWGNTRDI-SMDDNHRTNA-N,CHEMBL1813479,6530,A,5.19,chembl20,761203,9606,SLC6A2,4059,C1[C@@H]2[C@](CC1)(CN(C2)C)C3=CC(=C(C=C3)F)F
JLTIELDULXFJCW-UHFFFAOYNA-N,CHEMBL1083707,6530,A,6.47,chembl20,634878,9606,SLC6A2,4059,C1=CC=C(C=C1)C(CC2=C3C(=CC=C2)CCO3)N4CCNCC4
JKBJIWKBKAEYBB-UHFFFAOYNA-N,CHEMBL493476,6530,A,5.51,chembl20,487517,9606,SLC6A2,4059,C=1C=C(CN(C)C)C(C(C2=CC=C(C(=C2)Cl)Cl)O)=CC1
JORAUIMOUGISHQ-UHFFFAOYNA-N,CHEMBL1224468,6530,N,3.4,chembl20,654115,9606,SLC6A2,4059,C1=C(C=C2C(C=C(C(CCNC)N3N=NC=N3)C=C2)=C1)Cl
KBLODNDMWLXBEK-RHSMWYFYNA-N,CHEMBL2337593,6530,A,8,chembl20,943623,9606,SLC6A2,4059,C1=CC=CC(=C1Cl)O[C@H](C2=CC=CC=C2)[C@@H]3CCNC3
KBLODNDMWLXBEK-YOEHRIQHNA-N,71562373,6530,A,8.40012,pubchem,731055,9606,SLC6A2,4059,ClC=1C(O[C@H]([C@H]2CCNC2)C3=CC=CC=C3)=CC=CC1
JVFNBOUZKYZEJE-UHFFFAOYNA-N,CHEMBL1645602,6530,A,6.32,chembl20,698905,9606,SLC6A2,4059,C=1(C(=C(OC2=C(C=CC=C2F)F)C=CC1)OC3CNC3)F
KWWVMVUZZJMGRZ-CHPOKUKFNA-N,45268922,6530,A,7.85387,pubchem,423861,9606,SLC6A2,4059,ClC1=C(OC([C@H]2CCNC2)C3=NC=CC=C3)C=CC=C1Cl
KIDMMWCQWSLXGQ-UHFFFAOYNA-N,CHEMBL196365,6530,A,8.1,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)CC=2C1=CC=CC2)=O)C=3C=CC=CC3
JIIHYINDBVZYIB-UHFFFAOYNA-N,CHEMBL493027,6530,A,5.04,chembl20,487517,9606,SLC6A2,4059,C=1C=C(CN(C)C)C(=CC1)SC2=CC=C(C=C2)C(F)(F)F
JQQRBSOAFDAWGZ-UHFFFAOYNA-N,44414721,6530,A,6.52288,pubchem,269938,9606,SLC6A2,4059,N1(C(CC2=CC(=CC=C2)C#N)C3=CC=CC=C3)CCNCC1
LDAUFMYFIINTDH-OAHLLOKONA-N,CHEMBL1762480,6530,A,5.13,chembl20,740010,9606,SLC6A2,4059,C1=CC(C#N)=C(S[C@@H](C=2C=CC=CC2)CCN)N=C1C
LOONKLFFRKQSJD-UHFFFAOYNA-N,11483535,6530,A,6.02402,pubchem,239411,9606,SLC6A2,4059,S(C=1C(CN(C)C)=CC=CC1)C=2C(N)=CC(CCF)=CC2
GPCXUXJZOSOVLY-OAHLLOKONA-N,CHEMBL1762473,6530,N,4.82,chembl20,740010,9606,SLC6A2,4059,C=1C(Cl)=CC(O[C@@H](C=2C=CC=CC2)CCN)=C(C1)C#N
GPFOQDAZAVIYMI-LILDFLRNNA-N,CHEMBL2430691,6530,N,4.69,chembl20,983925,9606,SLC6A2,4059,C=1(C=CC=CC1C2C(CNC2=O)C=3C(=CC=CC3)Cl)Cl
HTXNJLFLQDPRHG-UHFFFAOYNA-N,24937260,6530,A,7.13077,pubchem,619831,9606,SLC6A2,4059,S1(=O)(=O)N(CC2OCCNC2)C=3C(N1C4=CC=CC=C4)=CC=CC3
IERJXEMEJGQALD-UHFFFAOYNA-N,44416104,6530,A,7.90205,pubchem,270529,9606,SLC6A2,4059,BrC1=CC=C(C2C=3C4N(C(C2)CC4)CC3CC(OC)=O)C=C1
IFCHBQFBWRMERT-UHFFFAOYNA-N,CHEMBL1097470,6530,A,6.26,chembl20,632360,9606,SLC6A2,4059,S1C=2C=CC=CC2C=C1C(CN3CCNCC3)C4(CCCCC4)O
IBZJKEOJOGAMGJ-COPLHBTANA-N,25025581,6530,A,9.80134,pubchem,462704,9606,SLC6A2,4059,ClC=1C=C([C@]23[C@H]([C@@H]2COCC)CNC3)C=CC1Cl
ICXJGCSEMJXNQF-ZIAGYGMSNA-N,CHEMBL1173532,6530,A,8.7,chembl20,642195,9606,SLC6A2,4059,C=1(C(=CC([C@]23CCNC[C@]2(C3)COC)=CC1)Cl)Cl
ICYDUOWTRYFBOY-UHFFFAOYNA-N,46229671,6530,A,5.05286,pubchem,456162,9606,SLC6A2,4059,FCCOC1=CC(OC=2C(N)=CC(=CC2)C)=C(CN(C)C)C=C1
HZPZVEJWTPAYPU-UHFFFAOYNA-N,44610723,6530,A,5.60206,pubchem,445757,9606,SLC6A2,4059,S(=O)(=O)(N(C1CCNCC1)CC2=CC=3C(C=C2)=CC=CC3)C
IDWDPGNSPWMIDM-UHFFFAOYNA-N,CHEMBL139245,6530,A,7.11,chembl20,142612,9606,SLC6A2,4059,C=1(OC(C=2C=CC(=CC2)Cl)CCNC)C=3C(=CC=CC3)C=CC1
KYUYTLMYZDCTDV-UHFFFAOYNA-N,CHEMBL2206532,6530,A,8.14,chembl20,885013,9606,SLC6A2,4059,C1=CC(=CC(=C1)C)C2C3=C(CN(C2)C)C=C(C=C3)OC
KZMOSMDAUNHNBH-INIZCTEONA-N,CHEMBL469810,6530,A,5.17,chembl20,564828,9606,SLC6A2,4059,C=1C=C2C=C(CO[C@H]3CCNC3)C=CC2=CC1C#N
LCWPWPFSABPKJM-UHFFFAOYNA-N,CHEMBL132082,6530,A,8.84,chembl20,145000,9606,SLC6A2,4059,N12C(C=3C=C(OC)C=CC3C1=NCC2)(C=4C=CC(=CC4)Cl)O
KXJGGCUESGCVLH-ZIAGYGMSNA-N,24803181,6530,A,6.90001,pubchem,491801,9606,SLC6A2,4059,ClC=1C=C([C@]23[C@](C2)(CNCC3)COC)C=CC1C(F)(F)F
KXQVOLBRJCPHMW-HZMBPMFUNA-N,CHEMBL1813482,6530,A,5.37,chembl20,761203,9606,SLC6A2,4059,C1[C@@H]2[C@](C3=CC(=CC(=C3)Cl)Cl)(CC1)CN(C2)C
JZXQQBOUEFCSBP-UHFFFAOYNA-N,CHEMBL197643,6530,A,7.68,chembl20,320846,9606,SLC6A2,4059,N1(C(C(CCCNC)CC=2C1=CC=CC2)=O)C=3C=CC(=CC3)Cl
KKHPGFXTXRPZGB-NSHDSACANA-N,46882911,6530,A,7.17393,pubchem,469544,9606,SLC6A2,4059,ClC1=C(C(=O)N([C@H]2CCNC2)CC(C)C)C=CC=C1F
KIMRUTAJTDBFHO-UHFFFAOYNA-N,CHEMBL1224320,6530,A,9.3,chembl20,652283,9606,SLC6A2,4059,C1(=CC(=C2C(=C1)C=CN2)F)C(=O)C3(CCNC3)CCC(C)C
KNAQCUBNCHCAPI-UHFFFAOYNA-N,CHEMBL2206531,6530,A,8.05,chembl20,885013,9606,SLC6A2,4059,C1=CC(=CC(=C1F)F)C2C3=C(CN(C2)C)C=C(C=C3)OC
KHGNFQVPPCBUSI-UHFFFAOYNA-N,CHEMBL154228,6530,A,5.68,chembl20,193312,9606,SLC6A2,4059,N1(C=C(CC)C=2C1=CC=CC2)N(C3=CC=NC=C3)CCC
KHVUFWSEOLNUFN-IINYFYTJNA-N,CHEMBL1171260,6530,A,6.77,chembl20,741840,9606,SLC6A2,4059,C=1C=C(C=C(C1)Cl)[C@@]2(OCC(N([C@H]2C)C)(C)C)O
KHYNNQYNYMSTIB-HNNXBMFYNA-N,CHEMBL1099178,6530,N,4.74,chembl20,632360,9606,SLC6A2,4059,S1C(=CC([C@H](CN2CCN(CC2)C)C3(CCCCC3)O)=C1)Cl
KHYNNQYNYMSTIB-OAHLLOKONA-N,11302314,6530,A,7.24413,pubchem,481497,9606,SLC6A2,4059,ClC=1SC=C([C@H](C2(O)CCCCC2)CN3CCN(CC3)C)C1
JYDUTNYIMCRLJX-UHFFFAOYNA-N,44411540,6530,A,7.29243,pubchem,264863,9606,SLC6A2,4059,FC(F)(F)C=1C(CN(C2CCNCC2)CCOC(F)(F)F)=CC=CC1
KBEZGSDJUWFFBK-UHFFFAOYNA-N,CHEMBL208533,6530,A,6.38,chembl20,355136,9606,SLC6A2,4059,C1(CN(CC(C)C)C2CCNCC2)=CC=CC(C(F)(F)F)=C1Cl
KDERKEZKMQCRPQ-UKRRQHHQNA-N,53320778,6530,A,6.93181,pubchem,550777,9606,SLC6A2,4059,ClC=1C=C([C@H]2C[C@H](NC)CC=3C2=CC=CC3)C=CC1Cl
KEIRMFURGIUOGY-SWLSCSKDNA-N,CHEMBL1813308,6530,A,5.63,chembl20,761203,9606,SLC6A2,4059,C1CC[C@@H]2[C@@](CN(C)C2)(C1)C3=CC(=C(C=C3)F)F
KECBOARJOOAZSP-LILDFLRNNA-N,CHEMBL2430689,6530,A,5.6,chembl20,983930,9606,SLC6A2,4059,C=1C=CC(=C(C1)C2C(=O)NCC2C3=CC=C(C=C3)Cl)Cl
LRSVJJWABVMKRA-PWSUYJOCNA-N,49836496,6530,A,9.20066,pubchem,537603,9606,SLC6A2,4059,FC=1C=C2C([C@H]3C[C@@H](N(C)C)CC3)=CNC2=CC1
LRXREOMAEUNNPU-GWCFXTLKNA-N,CHEMBL257964,6530,A,7.12,chembl20,467790,9606,SLC6A2,4059,[C@]1(C2=CC=CS2)(C(N(CC)CC)=O)[C@H](CN)C1
LYDZRRKPDGFEON-JSGCOSHPNA-N,46837922,6530,A,7.72125,pubchem,591689,9606,SLC6A2,4059,ClC=1C=C([C@@]2(OCC(N[C@H]2CC)(C)C)O)C=CC1
LTOCWIOHTZQZEL-LILDFLRNNA-N,72202713,6530,A,6.06263,pubchem,773432,9606,SLC6A2,4059,ClC=1C=C(C2C(C(=O)NC2)C3=CC=CC=C3)C=CC1Cl
LXIOTZOSBNBEKN-PTEHBNRSNA-N,CHEMBL1644477,6530,A,7.92,chembl20,700294,9606,SLC6A2,4059,C1[C@H]2CC[C@@H](C[C@@H]1OC3=CC(=CC=C3)I)N2
MPEVJCKYRIDFRP-MRXNPFEDNA-N,44422453,6530,A,8.08145,pubchem,284828,9606,SLC6A2,4059,O[C@@H](CN1C=2C(CCC=3C1=CC=CC3)=CC=CC2)CNC
MLLKPBZCMWKIND-LILDFLRNNA-N,CHEMBL2430682,6530,A,5.78,chembl20,983926,9606,SLC6A2,4059,C1(=CC(C2CNC(C2C=3C=CC(=CC3)Cl)=O)=CC=C1)Cl
MNXBENJELVJIHN-UHFFFAOYNA-N,CHEMBL559654,6530,A,7.08,chembl20,575205,9606,SLC6A2,4059,C1=CC=C(C(OC2=C(C=CC(=C2)Cl)Cl)C3CCNCC3)C=N1
MQFMYYCALRUDSV-AWEZNQCLNA-N,CHEMBL564059,6530,A,8.1,chembl20,581595,9606,SLC6A2,4059,C1(=CC=CC=C1C(N(CC2CCC2)[C@H]3CCNC3)=O)SC
MTLOYHNBLPYTSE-TVQRCGJNNA-N,46837652,6530,A,5.91721,pubchem,491170,9606,SLC6A2,4059,O1[C@](O)([C@@H](NC(C1)(C)C)C)C2=CC(N(=O)=O)=CC=C2
MTLOYHNBLPYTSE-WCRCJTMVNA-N,CHEMBL1173280,6530,A,5.92,chembl20,641577,9606,SLC6A2,4059,C=1C=C([C@@]2(OCC(NC2C)(C)C)O)C=C(C1)N(=O)=O
MLXZSGRSLJXYNT-INIZCTEONA-N,CHEMBL506789,6530,A,5.27,chembl20,564828,9606,SLC6A2,4059,C=1C=C2C=C(C=CC2=CC1)CN([C@H]3CCNC3)C
MLXZSGRSLJXYNT-MRXNPFEDNA-N,44592156,6530,A,5.52288,pubchem,416799,9606,SLC6A2,4059,N([C@@H]1CCNC1)(CC2=CC=3C(C=C2)=CC=CC3)C
KTFFRYZZEFRULN-UHFFFAOYNA-N,11293593,6530,A,5.15267,pubchem,239411,9606,SLC6A2,4059,S(C=1C(CN(C)C)=CC=CC1)C=2C(N)=CC(=C(F)C2)C
KQOBDZDVQFUADH-HNNXBMFYNA-N,44441336,6530,A,8.52288,pubchem,306268,9606,SLC6A2,4059,ClC1=C(CN([C@H]2CCNC2)CC3=NC=CC=C3)C=CC=C1Cl
KQOBDZDVQFUADH-OAHLLOKONA-N,44441335,6530,A,8.30103,pubchem,306268,9606,SLC6A2,4059,ClC1=C(CN([C@@H]2CCNC2)CC3=NC=CC=C3)C=CC=C1Cl
KRMDCWKBEZIMAB-UHFFFAOYNA-N,CHEMBL629,6530,A,7.66,chembl20,774705,9606,SLC6A2,4059,C1(C2=C(CCC=3C1=CC=CC3)C=CC=C2)=CCCN(C)C
KRSNVUPLMVRORR-UHFFFAOYNA-N,73353673,6530,A,6.06198,pubchem,764939,9606,SLC6A2,4059,OC(CC1=CC=C(O)C=C1)C(=O)CC=2C=3C(NC2)=CC=CC3
KSQKTWNQJCTCMA-LBPRGKRZNA-N,11659436,6530,A,7.22185,pubchem,365503,9606,SLC6A2,4059,ClC1=C(CN([C@H]2CCNC2)C(=O)CC)C=CC(Cl)=C1
KSQOUNJPKDJKKL-UHFFFAOYNA-N,CHEMBL560535,6530,A,8.1,chembl20,640165,9606,SLC6A2,4059,C=1(C=CC=2NC=CC2C1)N(CC3=CC=CC=C3)C4CCNCC4
KOPIUBJLSUXFHC-UHFFFAOYNA-N,CHEMBL1171391,6530,A,8.1,chembl20,640165,9606,SLC6A2,4059,N1CCN(C(C1)CC=2C=CC=CC2)C=3C=CC4=C(C3)C=CN4
LHIJXZXVBJRGSI-UYBDAZJANA-N,CHEMBL428408,6530,N,4.74,chembl20,457757,9606,SLC6A2,4059,C=1C=C(Cl)C(Cl)=CC1C2=CCCC2C(=O)NCC3=CC=CS3
LKXCLZURUSBJKI-YAQRNVERNA-N,CHEMBL356922,6530,A,5,chembl20,193312,9606,SLC6A2,4059,N1(C=2C(=CC(N(=O)=O)=CC2)C=C1)NC=3C=CN=CC3
LGPYPLZSWZJHBL-UHFFFAOYNA-N,53322027,6530,A,6.66154,pubchem,550377,9606,SLC6A2,4059,ClC=1C(OC2=C(OC3CCNCC3)C(F)=CC=C2)=C(F)C=CC1
LHPUYZQFWLLHPT-ISVAXAHUNA-N,46837784,6530,A,6.13077,pubchem,491170,9606,SLC6A2,4059,FC=1C=C([C@@]2(OCC(N[C@H]2C)(C)C)O)C=CC1F
LLNPXRUUWWSYIT-UHFFFAOYNA-N,CHEMBL206153,6530,A,7.88,chembl20,355136,9606,SLC6A2,4059,C1(=CC=C(F)C=C1C(F)(F)F)CN(CCCC#N)C2CCNCC2
LJBBMCNHIUJBDU-UHFFFAOYNA-N,CHEMBL299233,6530,A,7.29,chembl20,556281,9606,SLC6A2,4059,C1(OC(C)(C)C2=C1C=CC=C2)(C=3C=CC=CC3)CCCNC
LJEZBJASWTZZEM-UHFFFAOYNA-N,10220613,6530,A,7.82391,pubchem,717270,9606,SLC6A2,4059,N1(CC(C2=C(C1)C=C(C=C2)C)C3=CC=C(C=C3)C)C
LBHZTGKCTKOYTN-UHFFFAOYNA-N,CHEMBL448648,6530,A,5.79,chembl20,487430,9606,SLC6A2,4059,C=1C=C(C(CN2CCNCC2)C3(O)CCCCC3)C(=CC1)F
MDLYPVGOCJZPGM-UHFFFAOYNA-N,CHEMBL1224095,6530,A,6.8,chembl20,652283,9606,SLC6A2,4059,C1(C(C=2C=CC=3NC=CC3C2)=O)(CC4=CC=CC=C4)CNC1
MEAWOAPXKTVYPU-IUODEOHRNA-N,CHEMBL1813489,6530,A,5.53,chembl20,761203,9606,SLC6A2,4059,C1CC[C@H]2[C@@](C1)(CNC2)CC3=CC(=C(C=C3)Cl)Cl
MEAWOAPXKTVYPU-WFASDCNBNA-N,CHEMBL1813488,6530,A,5.27,chembl20,761203,9606,SLC6A2,4059,C1CC[C@@H]2[C@](CNC2)(CC3=CC(=C(C=C3)Cl)Cl)C1
MEPVQYBSRCKVHV-LILDFLRNNA-N,CHEMBL2430683,6530,A,5.18,chembl20,983925,9606,SLC6A2,4059,C=1C=CC=C(C2CNC(=O)C2C3=CC=C(C=C3)Cl)C1Cl
MUCOWQIQUFKAFL-UHFFFAOYNA-N,CHEMBL1224237,6530,A,8.6,chembl20,652283,9606,SLC6A2,4059,C1(CCNC1)(C(C=2SC3=C(C2)C=CC=C3)=O)CCC(C)(C)C
NBIXVIPZQQXWBM-GOEBONIONA-N,CHEMBL1813309,6530,A,5.61,chembl20,761203,9606,SLC6A2,4059,C1CC[C@@H]2[C@@](CN(C)C2)(C1)C3=CC(=CC=C3)OC
MYIGEQURFWGOFU-UHFFFAOYNA-N,CHEMBL405349,6530,A,7.82,chembl20,477349,9606,SLC6A2,4059,O1C(C(C2=CC=CC=C2)OC=3C(=CC(=CC3)Cl)OCC)CNCC1
MYNAIAZCAHJJBX-BVUQATHDNA-N,46228786,6530,A,8.10018,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C(C2([C@H]3[C@@H]2CNC3)CCOC)C=CC1Cl
NCBYCBRHLYXVNZ-RHSMWYFYNA-N,71562473,6530,A,8.40012,pubchem,731055,9606,SLC6A2,4059,FC=1C(O[C@@H]([C@@H]2CCNC2)C3=CC=CC=C3)=CC=CC1
MZGJPVOTOHUEGK-UHFFFAOYNA-N,CHEMBL1224399,6530,A,8.4,chembl20,652283,9606,SLC6A2,4059,C1(CNCC1)(C(C=2C=CC(=C(C2)Cl)C)=O)CCC(C)(C)C
NYOJDMQJBPXCHG-GXTWGEPZNA-N,44448465,6530,A,8.25181,pubchem,319764,9606,SLC6A2,4059,S1C=C([C@]2([C@@H](C2)CN)C(=O)N(CC)CC=C)C=C1
NXRPSLBPUSCIJD-UHFFFAOYNA-N,CHEMBL214056,6530,A,7,chembl20,379063,9606,SLC6A2,4059,C1CN(C(C2=CC=CC=C2)CC3=C(C(=CC=C3)Cl)Cl)CCN1
NUQCHJVIHOGEMV-UHFFFAOYNA-N,CHEMBL404345,6530,A,5.31,chembl20,469334,9606,SLC6A2,4059,C(N(C(C1(CC1CN)C=2C=CC=CC2)=O)C3CCCCC3)C
NUQHQIXAXZDZPW-PTEHBNRSNA-N,CHEMBL1644473,6530,A,6.46,chembl20,700294,9606,SLC6A2,4059,C1[C@H]2CC[C@@H](C[C@@H]1OC3=CC=C(C=C3)Cl)N2
NVHLQOKZIFFNOX-UHFFFAOYNA-N,CHEMBL1224402,6530,A,8.6,chembl20,652283,9606,SLC6A2,4059,C=1(C=C2C(=C(C1)F)NC=C2)C(=O)C3(CCNC3)CCC
NSQVIEVBUSYQLK-UHFFFAOYNA-N,CHEMBL1224300,6530,N,3.52,chembl20,654115,9606,SLC6A2,4059,C1=C(C=C2C(C=C(C(CCNC)N3N=NC=N3)C=C2)=C1)F
NSVJPFSJIISEIG-UHFFFAOYNA-N,CHEMBL1083705,6530,A,7.66,chembl20,634878,9606,SLC6A2,4059,C=1C=CC(C(N2CCNCC2)CC=3C=CC=CC3OC4CC4)=CC1
NTBRVAZZXJHBGJ-UHFFFAOYNA-N,CHEMBL559456,6530,A,8.22,chembl20,575205,9606,SLC6A2,4059,C=1N=CC(=CC1)C(OC2=C(C(=CC=C2)Cl)Cl)C3CCNCC3
OBKCQTGBMZHBFE-CQSZACIVNA-N,53321979,6530,A,6.86012,pubchem,551046,9606,SLC6A2,4059,ClC=1C=C(N2CC[C@@H](N)C=3C2=CC=CC3)C=CC1Cl
NQBQXWBCVCHJSE-UHFFFAOYNA-N,45271383,6530,A,7.04096,pubchem,423861,9606,SLC6A2,4059,O(C(C1CCNCC1)C2=CC=CN=C2)C=3C(CC)=CC=CC3
NRMWWURWZRGVIQ-INIZCTEONA-N,CHEMBL247340,6530,A,8.4,chembl20,454294,9606,SLC6A2,4059,N([C@H]1CCNC1)(CC2=C(C(=CC=C2)C)Cl)C3CCOCC3
NJCGBANIMWAYHY-UHFFFAOYNA-N,44414704,6530,A,7.55284,pubchem,268715,9606,SLC6A2,4059,FC1=CC=C(C(N2CCNCC2)CC=3C(OCC)=CC=CC3)C=C1
OLZXHHOEVBLJLQ-OAHLLOKONA-N,CHEMBL1762474,6530,N,4.77,chembl20,740010,9606,SLC6A2,4059,C1=CC(C#N)=C(S[C@@H](C=2C=CC=CC2)CCN)C=C1Cl
OOJWGIFGXZKDHN-UHFFFAOYNA-N,44414763,6530,A,7.42022,pubchem,268715,9606,SLC6A2,4059,FC=1C(C(N2CCNCC2)CC=3C(OCC)=CC=CC3)=CC=CC1
OKTPOAKUYYFNLE-UHFFFAOYNA-N,44411240,6530,A,8.01323,pubchem,264863,9606,SLC6A2,4059,FC(F)(F)C1=C(CN(C2CCNCC2)CCOC(C)C)C=CC(F)=C1
NWCPOGFPLUASJD-UHFFFAOYNA-N,CHEMBL109571,6530,A,7.35,chembl20,142776,9606,SLC6A2,4059,C1(C(C=2C=C3C=CC=CC3=CC2)C4CC1CC4)CN(C)C
OECITYWBFXTMBT-UHFFFAOYNA-N,CHEMBL197913,6530,N,4.64,chembl20,326654,9606,SLC6A2,4059,C12N(C(CC1)CC(=C2)C3=CC=CC(=C3)C4=CC=CC=C4)C
PDVOMSJUMYNNBT-UHFFFAOYNA-N,51003383,6530,A,7.01323,pubchem,550392,9606,SLC6A2,4059,ClC=1C(OC2=C(OC3CCNC3)C(F)=CC=C2)=C(F)C=CC1
OWTIWTHXBDWNDV-HUUCEWRRNA-N,46855640,6530,A,8.10018,pubchem,491801,9606,SLC6A2,4059,ClC=1C=C([C@]23[C@](C2)(CNCC3)C(OCC)=O)C=CC1Cl
OWUWJHDPUJMAGB-UHFFFAOYNA-N,CHEMBL556268,6530,A,7.32,chembl20,575205,9606,SLC6A2,4059,C=1(C=NC(C(OC2=C(C(=CC=C2)Cl)Cl)C3CCNCC3)=CC1)C
OYMRZWJAOZQIEU-UHFFFAOYNA-N,CHEMBL232068,6530,A,5,chembl20,444201,9606,SLC6A2,4059,C1CC=C(C=2C=CC3=C(C2)C=CC=C3)C(C(OC)=O)C1
OYPZJIHQZRPSNC-UHFFFAOYNA-N,CHEMBL218193,6530,A,5.6,chembl20,423471,9606,SLC6A2,4059,C(C1=CC=C(C=C1)C(C)C)(CC(C)C)C2NCCCC2
OXYQNDFARIFPMG-ZDUSSCGKNA-N,44578373,6530,A,7.05061,pubchem,342389,9606,SLC6A2,4059,S(C=1C(CN([C@H]2CCNC2)C(OCC)=O)=CC=CC1)C
OUMLAORSIFDYJV-UHFFFAOYNA-N,CHEMBL248932,6530,A,6.15,chembl20,457381,9606,SLC6A2,4059,C1(C2C(C2)CN(C)C)=CC=3C(C=C1)=CC=C(C3)C#N
OFFZXSBVSKRSFL-UHFFFAOYNA-N,11771101,6530,A,6.7122,pubchem,239678,9606,SLC6A2,4059,S(C=1C(CN(C)C)=CC=CC1)C=2C(N)=CC(CCO)=CC2
OCRYUCYBADHORS-HOTGVXAUNA-N,CHEMBL540333,6530,A,5.81,chembl20,142806,9606,SLC6A2,4059,[C@@H]([C@H](C1CCCCC1)O)(C2=CC=C(C=C2)OC)CN
OCTRGLRMRCYOEE-UHFFFAOYNA-N,CHEMBL155603,6530,A,5.66,chembl20,193312,9606,SLC6A2,4059,N1(C=C(C=O)C=2C1=CC=CC2)N(C=3C=CN=CC3)CCC
OGDCBGGLUZRVAG-UHFFFAOYNA-N,CHEMBL323447,6530,A,6.74,chembl20,142778,9606,SLC6A2,4059,C1(C(C2CC1CC2)CN(C)C)C3=C4C(C=CC=C4)=CC=C3
OGKOSOTXSHSDIP-DABQJJPHNA-N,CHEMBL1644483,6530,A,6.9,chembl20,700294,9606,SLC6A2,4059,C1[C@@H](OC2=CC(=CC=C2)C#N)C[C@@H]3CC[C@H]1N3
MMSNYIQZTXLKBV-UHFFFAOYNA-N,CHEMBL256646,6530,A,6.7,chembl20,469334,9606,SLC6A2,4059,C(N(C(C1(CC1CN)C=2C=CC=CC2)=O)CC3=CC=CC=C3)C
NFNRNOMETYDQMI-UHFFFAOYNA-N,10934835,6530,A,8.72125,pubchem,147756,9606,SLC6A2,4059,OC1(N2CCCN=C2C3=C1C=CC=C3)C=4C=CC(O)=CC4
NFOLOYSQMPQIMO-ZDUSSCGKNA-N,11323414,6530,A,7.16115,pubchem,469544,9606,SLC6A2,4059,FC=1C(=C(C(=O)N([C@H]2CCNC2)CC(C)C)C=CC1)C
NFXSKGKGQACNCS-AWEZNQCLNA-N,CHEMBL518276,6530,A,7.19,chembl20,490418,9606,SLC6A2,4059,C=1C(=C(C=CC1)CN(C(=O)C(C)C)[C@@H]2CNCC2)SC
NGRIUVQYFBDXMT-ODOQXGPZNA-N,25210874,6530,A,8.10018,pubchem,462682,9606,SLC6A2,4059,ClC=1C=C(C2([C@H]3[C@@H]2CNC3)CCOCC)C=CC1Cl
OSXVIZKTSFAUPG-UHFFFAOYNA-N,CHEMBL459176,6530,A,9,chembl20,493416,9606,SLC6A2,4059,C1(=CC=C2C(=C1)C=CN2C)C3(CNCC3)CC4=CC=CC=C4
OQMBCBJEQWFPSN-DZGCQCFKNA-N,CHEMBL1813480,6530,A,5,chembl20,761203,9606,SLC6A2,4059,C1[C@@H]2[C@](C3=CC=C(C=C3)OC)(CC1)CN(C2)C
MGXQLLRKRSAUPY-UHFFFAOYNA-N,CHEMBL550779,6530,A,8.1,chembl20,575205,9606,SLC6A2,4059,N=1C=CC(C(OC2=C(C(=CC=C2)Cl)Cl)C3CCNCC3)=CC1
MJWXDPDEDHUUJV-JGPRNRPPNA-N,CHEMBL1644475,6530,A,6.73,chembl20,700294,9606,SLC6A2,4059,C1[C@H]2CC[C@@H](C[C@@H]1OC3=C(C=CC=C3)Cl)N2
MFTRIVHFDLRKDH-UHFFFAOYNA-N,CHEMBL1085338,6530,A,9,chembl20,634326,9606,SLC6A2,4059,C1=CC=C2N(C=3C(=CC=CC3)F)S(=O)(=O)N(CCCNC)C2=C1
MHSMLXPGKSUMMH-UHFFFAOYNA-N,44454893,6530,A,7.20066,pubchem,321308,9606,SLC6A2,4059,O=C(N(CC)C1=CC=CC=C1)C2(C(C2)CN)C3=CC=CC=C3
MJCKYDPFUPMINT-UHFFFAOYNA-N,CHEMBL1224321,6530,A,8.9,chembl20,652283,9606,SLC6A2,4059,C1(=CC(=C2NC=CC2=C1)F)C(=O)C3(CCNC3)CCC(C)(C)C
MKNCFIMZZSMFIK-INIZCTEONA-N,44441346,6530,A,8.30103,pubchem,306268,9606,SLC6A2,4059,ClC=1C(=C(CN([C@H]2CCNC2)C3CCOCC3)C=CC1)C
PWWVAXIEGOYWEE-UHFFFAOYNA-N,CHEMBL643,6530,A,5.38,chembl20,774705,9606,SLC6A2,4059,N1(C2=C(C=CC=C2)SC=3C1=CC=CC3)CC(N(C)C)C
PUZGOXIAHPOFIX-UHFFFAOYNA-N,CHEMBL2206519,6530,A,6.94,chembl20,885013,9606,SLC6A2,4059,C1=CC(=CC=C1)C2C3=C(CN(C2)C)C=C(C=C3)OCC
PVISFTMIHRDVDS-UHFFFAOYNA-N,CHEMBL261076,6530,A,7.44,chembl20,477349,9606,SLC6A2,4059,O1C(CNCC1)C(C2=CC=CC=C2)OC3=CC=C(C=C3OC)Cl
